judul-abstrak,kategori,lang,,,,,
implementasi association rule penyusunan layout makanan penentuan paket makanan hemat rm roso echo algoritma aprioripenyusunan makan disuatu rumah makan pelayanan tipe prasmanan mempengaruhi antrian pembeli rm roso echo penyusunan makanan rumah makan acak mengakibatkan panjangnya antrian calon pembeli mempengaruhi kepuasan calon pembeli pelayanan analisis penyusunan makanan penyusunan paket hemat data mining teknik menggali informasi tersembunyi kumpulan data salah metode data mining penelitian metode association rule association rule salah teknik data mining berfungsi menemukan hubungan variabel didalam data transaksi hasil penelitian aplikasi informasi pengelola rmroso echo susunan layout makanan paket makanan hemat diterapkan berdasarkan hasil pengujian eksperimental membandingkan hasil sistem perhitungan excel didapatkan informasi layout makanan paket makanan hemat,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penentuan besaran uang kuliah tunggal mahasiswa universitas sam ratulangi data miningpemerintah kementerian pendidikan kebudayaan mengeluarkan peraturan nomor biaya kuliah tunggal uang kuliah tunggal ptn lingkungan kemendikbud penentuan ukt wawancara mengisi formulir disediakan kampus penerimaan mahasiswa kampus mengalami kesulitan menentukan kategori ukt mahasiswa teknik data mining mempermudah penetapan kelompok ukt menerapkan algoritma delapan parameter inputan diambil data mahasiswa penelitian percobaan percobaan data hasil akurasi percobaan data hasil akurasi penelitian data berpengaruh hasil pengujian,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
analisis karakteristik kelompok pendekatan cluster ensemblepengelompokkan salah tehnik data mining mengelompokkan data berdasarkan kemiripan atribut data obyek algoritma pengelompokan dikembangkan memproses salah tipe data kategori numerik algoritma dikembangkan memproses data campuran kategori numerik salah algoritma memproses data campuran algcebmdc algoritma pengelompokan pendekatan cluster ensemble tujuan penelitian menganalisis karakteristik hasil pengelompokan algoritma algcebmdc metode penelitian mengikuti alur kerja data mining algoritma algcebmdc data data mahasiswa non aktif program studi matematika fmipa universitas terbuka data bertipe campuran dibersihkan data bersih proses dipisah berdasarkan tipe datanya kategori numerik data kategori diproses algoritma qrock menghasilkan kelompok diperoleh threshold nilai kohesi data numerik diproses algoritma agnes menghasilkan kelompok diperoleh kombinasi ukuran jarak cityblock distance metode penggabungan average link nilai cophenet hasil pengelompokan digabung dianggap data kategori diproses algoritma qrock kelompokkelompok dihasilkan memiliki kesamaan karakteristik pendidikan status pekerjaan status perkawinan jenis kelamin faktor prestasi akademik tingkat kelulusan matakuliah semester rendah semester kritis mahasiswa program studi matematika ut,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan data mining metode interpolasi memprediksi minat konsumen asuransi studi asuransi metlifedata mining teknologi berguna membantu perusahaan asuransi menemukan informasi gudang data data mining meramalkan tren sifatsifat perilaku bisnis berguna mendukung pengambilan keputusan analisis diotomatisasi data mining melebihi sistem pendukung keputusan tradisional data mining pertanyaanpertanyaan bisnis tradisional menjawabnya data mining mengeksplorasi basis data menemukan polapola tersembunyi mencari informasi pemrediksi terlupakan pelaku bisnis terletak ekspektasi hasil sistem menggali informasi basisdata nasabah transaksi pembayaran premi asuransi memprediksi angsuran premi asuransi terbaik sesuai kondisi calon nasabah,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
analisa pola penyalahgunaan facebook alat kejahatan trafficking data miningfacebook penggunanya berinteraksi orang kenal orang kenal dimana membuka peluang kejahatan dunia maya penculikan perdagangan manusia trafficking pembunuhan iom mecatat korban perdagangan orang trafficking indonesia mencapai juta dimana tindak kejahatan teersebut facebook medianya data teks status halaman facebook teknik pengolahan data ilmu data mining bidangtext mining penulis memanfaatkannya mengidentifikasi data teks status facebook terindikasi proses kejahatan trafficking memakai salah teknik klasifikasi teorema nave bayes classifier nbc,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan data mining memprediksi kriteria nasabah kreditsalah tugas bidang marketing perbankan analisis data nasabahnya nasabahnasabah berpotensi kredit metode menganalisis data nasabah mengklasifikasikan nasabah melunasi angsuran kreditnya target pemasaran metode menyebabkan tingginya biaya operasional marketing penelitian membantu menyelesaikan permasalahan merancang aplikasi data mining berfungsi memprediksi kriteria nasabah kredit berpotensi peminjaman kredit bank dana bank xy berlokasi kabupaten bandung dipilih peneliti studi asumsi dana bank xy mengalami permasalahan,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
desain implementasi peringatan banjir data mining wireless sensor networktulisan bertujuan mengembangkan sistem peringatan banjir informasi cuaca dilatarbelakangi indonesia mengalami perubahan musim drastis perubahan musim kondisi cuaca stabil memicu bencana banjir disebabkan curah hujan kota padang daerah batu busuk salah area rawan banjir galodo informasi cuaca penelitian bertujuan informasi cuaca prediksi potensi banjir variable curah hujan suhu kelembaban arah angin kecepatan angin diakses realtime up to date dimanapun webpage online menentukan prediksi potensi banjir data mining metoda alogritma menghasilkan pohon keputusan penelitian xbee spro pengirim penerima to pology mesh komponen sensor curah hujan sht arah angin kecepatan angin arduino penyimpanan data pengolahan informasi raspberry pi komputer mini server hasil pengukuran sensor sht kesalahan ratarata suhu kelembaban relative kecepatan angin arah angin curah hujan pengukuran alat ukur pengujian memiliki persamaan kondisi cuaca alat ews batu busuk dimana tanggal maret wib sistem informasi early warning system ews mengeluarkan warning system potensi banjir pagi aliran batu busuk mengalami banjir,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
aplikasi algoritma classifybysequence penilaian kredit bank ydalam penilaian kredit bank memutuskan pelanggannya aman kredit faktor faktor diperoleh data historis pelanggan data historis pelanggan analisa penerimaan penolakan pemberian kredit pelanggan analisa penilaian kredit teknik data mining salah teknik data mining klasifikasi penelitian klasifikasi pelanggan dikategorikan kredit aman kredit macet data historis pelanggan data temporal algoitma classify by sequence simulasi variasi minimum support data training testingnyadan hasil diperoleh data training minimum support krang diperoleh akurasi coverage covacc,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan improved apriori aplikasi data mining perusahaan kalvin socks productionalgoritma apriori algoritma klasik kekurangan algoritma apriori scanning berulang database kali iterasi data transaksi diproses dibutuhkan kalvin socks production salah perusahaan teknologi data mining algoritma apriori mencari pola pembelian pelanggannya banyaknya data transaksi penjualan mengakibatkan proses pencarian pola pembelian membutuhkan improved apriori mempresentasikan database bentuk matrix menggambarkan relasi database matrix dihitung mencari nilai support candidate frequent itemset memenuhi kriteria menghasilkan frequent itemset scanning ulang database salah mengatasi algoritma apriori algoritma improved apriori,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan algoritma kmeans siswa sekolahmenengah kejuruan clustering jurusandata mining teknik pengolahan data pengelompokanteknik proses knowledge discovery in database kdd teknik metode pengelompokannya navebayes nearest neighbour pohon keputusan kdtree id kmeans text mining dbscan penulis mengelompokan data siswa sekolah menengah kejuruan ajaran pengelompokan berdasarkan kriteria kriteria data siswa penelitian penulis menerapkan algoritma kmeans clustering pengelompokan data siswa sekolah menengah kejuruan memamasuki jurusan disesuaikan nilai siswa penelitian pengelompokan disesuaikan kriteria kriteria siswa penghasilan orang tua tanggungan anak orang tua nilai tes siswa penulis kriteria pengelompokan dihasilkan optimal tujuan pengelompokan terbentuknya kelompok jurusan siswa algoritma kmeans clustering hasil pengelompokan diperoleh kelompok kelompok lulus kelompok rekayasa perangkat lunak kelompok teknik komputer jaringan pusat cluster cluster cluster cluster pusat cluster iterasi mengahasilakan pusat cluster optimal,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
aplikasi algoritma cba klasifikasi resiko pemberian kredit studi pt telkom cdc sub area kupangsalah penyebab kredit bermasalahberasal internal telitinya timdalam survei analisis penilaian analisis bersifat subjektifpenyebab diatasi sistem komputer aplikasi komputer teknik data miningteknik data mining penelitian klasifikasi resiko pemberian kredit menerapkan algoritma classification based on association cba algoritma salah algoritma klasifikasi data mining mengintegrasikan teknik asosiasi klasifikasi data kredit dipreprocessing diproses algoritma cba membangun model model mengklasifikasi data pelaku usaha mengajukan kredit kelas lancar macetteknik pengujian akurasi model diukur fold cross validation hasil pengujian ratarata nilai akurasi algoritma cba dibandingkan ratarata nilai akurasi algoritma naive bayes svm perangkat lunak rapid miner,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
perancangan sistem prediksi churn pelanggan pt telekomunikasi seluler memanfaatkan proses data miningpenelitian bertujuan merancang sistem prediksi churn pelanggan memanfaatkan proses data mining sistem dihasilkan integrasi data pembersihan data transformasi data sampling pemisahan data konstruksi model prediksi memprediksi churn pelanggan menampilkan hasil prediksi format laporan identifikasi variabelvariabel prediksi churn berdasarkan model prediksi churn dikembangkan penelitian mencakup informasi pelanggan metode pembayaran data percakapan data penggunaan jenisjenis layanan telekomunikasi data menggambarkan perubahan perilaku penggunaan layanan telekomunikasi teknik mining dipilih teknik klasifikasi algoritma decision tree decision tree menghasilkan model visual merepresentasikan pola perilaku pelanggan churn churn uji coba sistem data pelanggan kartu halo daerah bandung menghasilkan tingkat akurasi model prediksi,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
klasifikasi data nap nota analisis pembiayaan prediksi tingkat keamanan pemberian kredit studi bank syariah mandiri cabang luwuk sulawesi tengahsetiap bulannya bank syariah mandiri cabang luwuk menerima proposal kredit nap nasabah meningkat respon cepat dikembangkan sistem data mining tumpukan data kepentingan salah satunya menganalisis resiko pemberian kreditteknik data mining penelitian klasifikasi tingkat keamanan pemberian kredit menerapakan algoritma nave bayes classificatio naive bayes classifier pendekatan mengacu teorema bayes menkombinasikan pengetahuan pengetahuan salah algoritma klasifikasi sederhana memiliki akurasi klasifikasi data debitur preprocessing preprocessing klasifikasi naive bayes classifier menghasilkan model probabilitas klasifikasi prediksi kelas debitur teknik pengujian akurasi model diukur boostrap nilai akurasi terkecil dihasilkan sampel data menghasilkan nilai akurasi terbesar sampel data,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan data mining algoritma apriori sistem informasi penjualandi era perkembangan teknologi informasi kian pesat sistem informasi salah faktor pendukung instansiperusahaan mempermudah kegiatan operasionalnya penginputan pengolahan data menyediakan laporan infornasi pelaku dunia bisnis perdagangan sistem informasi penjualan memiliki peran mempermudah pencatatan transaksi penjualan pencatatan stok barang pelayanan penjualan konsumen pembuatan laporan penjualan dianalisa meningkatkan strategi pemasaran penjualan barang perusahaan skala menengah memiliki database pelanggan fitur produk luas dibutuhkan teknik metode mengekstrak informasi pengetahuan meningkatkan keuntungan kompetitif database data mining algoritma apriori kecenderungan konsumen membeli barang pola penjualan menganalisa pangsa pasar market basket analysis,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penggunaan market basket analysis data miningjumlah data perusahaan transaksi bisnis tambang emas berharga diolah diproses kumpulan data kumpulan benda mati berguna disimpan data mining diartikan proses ekstraksi informasi berguna potensial sekumpulan data implisit basis data istilah data mining dikenal luas knowledge mining from databases knowledge extraction data archeology data dredging data analysis makalah mengihasilkan contoh perhitungan asosiasi transaksi penjualan,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
usulan sistem informasi analisis penjualan toko kabita teknik data miningkabita salah toko menjual makanan ringan bandung omset karyawan pencatatan data barang transaksi penjualan konsumen manual komputer data pembelian persediaan penjualan barang karyawan mengumpulkan nota rekapitulasi data buku transaksi pengumpulan nota membutuhkan kondisi menyebabkan keterlambatan menghimpun informasi sistem informasi toko kabita dirancang berdasarkan prosedurprosedur berhubungan kegiatan fungsi sistem informasi dirancang toko kabita mempermudah proses pelaksanaan prosedur pembelian persediaan penjualan penggunaan data mining laporan penjualan toko kabita berfungsi menggali nilai kumpulan data manual hasil perancangan didapatkan hasil rancangan sistem informasi terkomputerisasi laporan berbasis data mining pengkoleksian pencatatan pengolahan data cepat,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan algoritma naive bayes mengklasifikasi data nasabah asuransidata mining teknik memanfaatkan data memperoleh informasi berharga dimanfaatkan pengambilan keputusan penelitian penulis berusaha menambang data data mining nasabah perusahaan asuransi lancar lancar lancarnya nasabah data dianalisis algoritma naive bayes naive bayes salah meode probabilistic reasoning algoritma naive bayes bertujuan klasifikasi data kelas pola nasabah bergabung perusahaan mengambil keputusan menerima menolak calon nasabah,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
implementasi data warehouse data mining pengembangan sistem rekomendasi pemilihan smajumlah penyelenggara pendidikan sragen mengalami peningkatan kurun salah akibat banyaknya siswa wilayah peningkatan diimbangi pengelolaan data sekolah teknologi informasi pusat data terintegrasi menyebabkan sekolah kesulitan informasi akademik masyarakat sulit informasi valid calon siswa ragu menentukan sekolah menengah tingkat dituju sesuai kriterianya berdasarkan data warehouse pengelola data sekolahsekolah terintegrasi dikembangkan sistem rekomendasi menerapkan teknik data mining data sekolah digali menghasilkan informasi dimanfaatkan rekomendasi calon siswa sekolah menengah menentukan pilihan sekolah dituju diagram snowake dirancangsebagai langkah pengembangan data warehouse data dikirim data warehouse diproses tahap ekstraksi transformasi load sistem rekomendasi dibangun menerapkan metode nave bayes menghitung probabilitas masingmasing kriteria diajukan berdasarkan data pelatihan data warehouse kriteria biaya sekolah jarak sekolah nilai akreditasi tingkat kelulusan nilai rerata ujian nasional hasil penelitian data warehouse berhasil dibangun pengelola data sekolah sragen terintegrasi terhubung sistem rekomendasi membantu calon siswa memilih sekolah sesuai kriteriakriteria diajukan rekomendasi dihasilkan sistem berdasarkan nilai probabilitas tertinggi variabel masingmasing sekolah tingkat prioritas variabel urutan rangking sekolah,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
aplikasi data mining menampilkan informasi tingkat kelulusan mahasiswaperguruan dituntut memiliki keunggulan bersaing memanfaatkan sumber dayanya sumber daya manusia mahasiswatidak mahasiswa menyelesaikan study disamping ipk beragam mahasiswa menempuh studi ipk salah faktor tingkat keunggulan perguruan nilai potensi digali teknik data mining,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
pengelompokan minat belajar mahasiswa teknik data mining metode clusteringperkembangan teknologi informasi data disimpan bentuk digital perguruan mahasiswa bertambah seiring berjalannya menyebabkan data tersimpan data berhubungan akademik mahasiswa bertambah data mining kegiatan bertujuan menggali informasi tumpukan data data mining proses analisis data perangkat lunak menemukan pola aturan data diharapkan menemukan pengetahuan mendukung keputusandalam penelitian mining data berhubungan akademik mahasiswa minat belajar mahasiswa perguruan penelitian menghasilkan model pengelompokan mahasiswa berdasarkan minat belajarnya teknik data mining penelitian teknik clustering,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan data mining analisis data bencana milik bnpb algoritma kmeans linear regressionindonesia memiliki sejarah kejadian bencana alam tsunami gempa bumi tanah longsor kekeringan banjir letusan gunung berapi salah penyebab banyaknya potensi kejadian bencana alam indonesia letak indonesia pertemuan lempeng lempeng eurasia indoaustralia pasifik pertemuan lempeng jangka menghimpun energi lepas menghasilkan bencana pengetahuan teknologi informasi mengalami perkembangan pesatinformasi kejadian bencana alam dibutuhkan penanggulangan bencanapengolahan data bencana alam teknik data mining metode dianggap solusi permasalahan penanggulangan bencana alam penelitian membahas pengelompokkan data bencana prediksi data bencana kedepan teknik data mining algoritmadata mining kmeans clustering linear regression prediksi data bencana,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
rancang bangun aplikasi data mining analisis tingkat kelulusan algoritma fpgrowth studi politeknik negeri malangkondisi kompetisi tuntutan direktorat jenderal pendidikan dikti perguruan memiliki keunggualan kompetitif kualitas bersaing perguruanperguruan teknologi informasi salah sumber daya meningkatkan keunggulan bersaing mengolah informasi menyebarkan informasi pengambilan keputusan strategis tersedianya informasi terlepas melimpahnya data pengolahan penggalian data informasi diperoleh teknologi berkaitan mengolah penggalian data informasi berguna data mining teknologi data mining memiliki algoritma teknik penyelesaian berhubungan data salah satunya algoritma fpgrowth teknik association rules uraian diatas aplikasi menganalisis tingkat kelulusan teknik data mining algoritma fpgrowth informasi ditampilkan teknik association rules menampilkan nilai support confidence masingmasing proses mining terbukti hasil pengujian algoritma fpgrowth teknik association rules berjalan sesuai harapan diimplemantasikan aplikasi data mining,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
kajian algoritma gdbscan clarans cure spatial clusteringabstrak spatial data mining salah bidang kajian data mining salah bidang cepat perkembangannya salah cabang spatial data mining geographic data mining geographic data mining penemuan pengetahuan data geospatial georeference metode data mining dikembangkan ahli salah metode dikembangkan clustering penelitian kajian buah algoritma algoritma densitybased clustering algoritma clarans clustering algoritma cure selanjutnyadilakuan implementasi bentuk perangkat lunak studi clustering wilayah peta kota surabaya berdasarkan parameter rasio penduduk miskin miskin kepadatan tingkat kesejateraan tiaptiap kelurahan kota surabaya,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan nave bayes prediksi kelayakan kreditdalam dunia perbankan pemberian kredit nasabah kegiatan rutinyang resiko pelaksanaannya kredit bermasalah kredit macet akibat analisis kredit hatihati cermat proses pemberian kredit karakter nasabah mencegah kredit macet peramalan akurat salah satunya teknologi bidang data mining,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan data mining analisis pengaruh studi mahasiswa teknik informatika uin sunan kalijaga yogyakarta metode aprioriketepatan studi mahasiswa perguruan kualitas proses pembelajaran perguruan mempengaruhi studi mahasiswa data mining menawarkan aspek berpengaruh studi mahasiswa aspek mempengaruhi studi mahasiswa berdasarkan data kelulusan tersedia implementasi algoritma data mining penelitian algoritma data mining menemukan aspek mempengaruhi studi mahasiswa algoritma apriori,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
konversi data training pemilihan kelas bentuk pohon keputusan teknik klasifikasipenyajian data menghasilkan nilai informasi kali ditampilkan bentuk tabulasi data ditampilkan memiliki kapasitas sulit mencerna kandungan informasi data disajikan memiliki kapasitas dikawatirkan kendala menyerap informasi cepat dibutuhkan membaca data ditampilkan rinci data data dibahas penelitian data calon mahasiswa stmik stikom bali stmik stikom bali klasifikasi pemilihan kelas sesuai direkomdasikan mahasiswa data historis ditampilkan dikonversi bentuk pohon keputusan variabel klasifikasi jurusan smak status pekerjaan pekerjaan orang tua umur status calon mahasiswa status pernikahan penyerapan informasi mudah penelitian mengimplementasikan disiplin ilmu data mining teknik klasifikasi pohon keputusan diaplikasikan tools rapid miner,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
aplikasi data mining analisis data transaksi penjualan obat algoritma apriori studi apotek setya sehat semarangapotek salah organisasi menghasilkan data penjualan memaksimalkan pemanfaatan data data penjualan disimpan analisis aplikasi menganalisis keranjang pasar data transaksi penjualan obat data mining teknik analisis data membantu apotek memperoleh pengetahuan polapola penjualan periode aplikasi data mining dibangun proses sekuensial linear bahasa pemrograman php basis data mysql algoritma proses utama analisis keranjang pasar algoritma apriori parameter minimum support minimum confidence periode transaksi penjualan menemukan aturan asosiasi aplikasi data mining menghasilkan aturan asosiasi item februari konsumen transaksi pembelian obat jenis obat darah analgesik bersamaan support confidence konsumen membeli jenis obat darah konsumen membeli jenis analgesik,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan metode fuzzy ccovering analisis pola pembelian minimarketdata mining salah ilmu kecerdasan buatan artificial intelligence serangkaian proses menggali nilai kumpulan data pengetahuan manual salah proses data maining pencarian analisis pola pembelian minimarket menerapkan metode fuzzy ccovering teknik data mining penerapan metode fuzzy ccovering mencari nilai support nilai confidence nilai support menunjukan tingkat dominasi item item set transaksi nilai confidence dipakai menentukan rule interesting rule ukuran menunjukan hubungan item conditional metode fuzzy ccovering mengklasifikasikan elemenelemen himpunan universal kesulurahan produk item minimarketmenjadi partisipartisi fokus detail berdasarkan jenis produk item fuzzy ccovering diterapkan mengatasi hambatan proses market basket didalam mencari hubungan item,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan dizcretization teknik bagging meningkatkan akurasi klasifikasi berbasis ensemble algoritma mendiagnosa diabetespada bidang kesehatan data mining dimanfaatkan memprediksi penyakit data rekam medis pasien diabetes model data mining salahsatunya klasifikasi bidang klasifikasi cabang berkembang pohon keputusan decision tree salah decision tree populer riset data pima indian diabetes dataset diambil uci repository of machine learning dataset atributnya bertipe numerik bersifat continuous menangani data continuous discretization akurasi dalampengklasifikasian ensemble method metode meningkatkan akurasi algoritma klasifikasi membangun classifier data training hasil penelitian menerapkan discretization teknik bagging klasifikasi berbasis ensemble algoritma meningkatkan akurasi akurasi diterapkan discretization teknik bagging,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
implementasi metode fuzzy cmeans sistem clusteringdata varietas padimutasi sinar gamma varietas padi lokal pasang surut kalimantan selatan enghasilkan tersedianya data datadata kuburan data berguna dibutuhkan metode menggali informasiinformasi tersembunyi data metode dikenal data mining data mining teknik menggali pengetahuan data mencari pola aturan data salah metode data mining klastering dimana klastering mengelompokan objekobjek memiliki kemiripan kelas segmen memanfaatkan data varietas padi hasil mutasi sinar gamma proses penggalian data mengelompokkan data umur panen anakan produktif bobot klaster algoritma fuzzy cmeans informasi klaster perangkingan klaster metode simple additive weighting diperoleh pengetahuan varietas unggul berdasarkan umur panen anakan produktif bobot kuatek dosis krad,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
analisa penerapan algoritma data mining mengidentifikasi faktorfaktor penyebab kecelakaan kerja kontruksi ptarupadhatu adisesantikecelakaan kejadian terencana proyek konstruksi dimana kecelakaan disebabkan faktor lihat industri jasa konstruksi salah sektor industri memiliki risiko kecelakaan kerja banyaknya kecelakaan kerja terlepas faktor human error berdampak kinerja pekerjaan dilaksanakan metode analisis algoritma salah algoritma modern data mining algoritma pohon keputusan decision tree salah metode klasifikasi representasi struktur pohon node merepresentasikan atributcabangnya merepresentasikan nilai atribut daun merepresentasikan kelas konsep pohon keputusan mengumpulkan data dibuatkan decision tree dihasilkan rulerule solusi permasalahan hasil penelitian faktorfaktor penyebab kecelakaan kerja kontrusksi lingkungan kerja ramburambu keselamatan pekerja kerja,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan data mining evaluasi kinerja akademik mahasiswa universitas klabat metode klasifikasikinerja akademik mahasiswa hasil proses belajar perguruan pencapaian tingkat keberhasilan akademik mahasiswa dipengaruhi mutu pendidikan perguruan mutu pendidikan meningkat penelitian mengevaluasi proses pendidikan universitas klabat berdasarkan data sejarah akademik mahasiwa dijadikan input penerapan data mining metode klasifikasi tujuan penelitian menerapkan proses data mining mengevaluasi performa akademik mahasiswa metode klasifikasi universitas klabat metode penelitian metode eksperimen deskriptif hasil mencapai semester mahasiswa diawal semester berdasarkan pohon keputusan terbentuk mahasiswa indeks prestasi magna penempatan bahasa inggris level adv inter nilai bahasa inggris general subjek matematika semester pass diambil mahasiswa mencapai semester,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
perancangan data mining analisis asosiasi kuantitatif pembelian item barang metode aprioripada perusahaan mengumpulkan informasi sistem database berguna data transaksi data diolah tingkat volume penjualan pembelian pengambil keputusan mengatur strategi pemasaran perusahaannya dewasa muncul tuntutan pengambil keputusan peluangpeluang meningkatkan penjualan perusahaannya berdasarkan informasi relevan pengambil keputusan memakai sistem mendukungnya mengambil keputusan cepat informasi produk perusahaan meningkatkan penjualan salah informasi data mining perancangan data mining algoritma apriori analisa keranjang pasar data diambil data transaksi penjualan periode diolah menghasilkan frequent itemset hasil didapatkan proses data mining dijadikan informasi perusahaan meningkatkan produksi penjualan produkproduknya,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
kajian data mining customer relationship management lembaga keuangan mikroperusahaan dituntut menghadapi persaingan ketat perusahaan lembaga keuangan mikro intensifnya persaingan dihadapi menyebabkan bisnis lembaga keuangan mikro mencari strategi menguntungkan membedakan strategi diterapkan menerapkan customer relationship management crm data mining data mining lembaga keuangan mikro data menentukan nasabah potensial segmentasi nasabah membantu pengambilan keputusan strategi marketing diterapkan perusahaan makalah mendiskusikan teknik data mining segmentasi nasabah teknik data mining diusulkan metode fuzzy clustering algoritma fuzzy cmeans fuzzy rfm,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
data mining klasifikasi algoritma cdata mining tahapan proses knowledge discovery in database kdd data mining pengklasifikasian memprediksi informasi bermanfaat kumpulan data klasifikasi data mining algoritma algoritma didapatkan pohon keputusan mudah dipahami mudah dimengerti,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
solusi prediksi mahasiswa drop out program studi sistem informasi fakultas ilmu komputer universitas bina darmadata mining salah pengetahuan bergerak bidang penggalian pengkajian data dimana data mining solusi pemecahan permasalahan hadapi program studi sistem informasi fakultas ilmu komputer menjamin mahasiswa program studi sistem informasi fakultas ilmu komputer universitas bina darma lulus tahapan konsep knowledge discovery in database kdd selection pre processing transformation data mining interprestation evaluation penelitian metode clasificassion algoritma decision tree algoritma hasil penilaian dipakai menentukan node kunci menilai kelayakan mahasiswa drop out nilai entropi gain attribute attribute penilaian entropi gain penelitian indeks prestasi kumulatif ipk sks ditempuh semester status perkuliahan mahasiswa angkatan penelitian attribute sks ditetapkan node nilai gain terbesar ikuti attribute semester node nilai gain,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
clustering penentuan potensi kejahatan daerah kota banjarbaru metode kmeansdalam ruang lingkup kepolisian datadata dimiliki basis data dimanfaatkan pembuatan laporan kejahatan praduga kejahatan sebagainyadengan data mining didasarkan data tersimpan datadata diproses menemukan pengetahuan berguna kepolisiansalah teknik dikenal data mining teknik clusteringtujuan pekerjaan pengelompokan clustering data dibedakan pengelompokan pemahaman pengelompokan penggunaanmetodekmeans metode teknik clustering sederhana umumkmeans salah metode pengelompokan data nonhirarki sekatan berusaha mempartisi data bentuk kelompok metode mempartisi data kelompok data berkarakteristik dimasukkan kelompok data berkarakteristik berbeda dikelompokkan kelompok tujuan pengelompokan meminimalkan fungsi objektif diset proses pengelompokan berusaha meminimalkan variasi kelompok memaksimalkan variasi kelompokdata ditambang clustering penentuan potensi kejahatan daerah kota banjarbaru data kejahatan dimiliki kepolisian polres kota banjarbarusehingga penelitian bertujuan mengkaji tahapan teknik clustering membangun clustering penentuan potensi kejahatan daerah kota banjarbaru,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
analisis asosiasi transaksi obat data mining algoritma prioripersaingan dunia bisnis industri apotek menuntut pengembang bisnis menemukan strategi meningkatkan penjualan obat salah potongan harga kombinasi obatobat dibeli bersamaan teknik analisis keranjang pasar menganalisis kebiasan belanja konsumen data mining metode pengolahan informasi tersembunyi database informasi pengimplementasian data mining metode salah satunya algoritma priori algoritma priori algoritma pengambilan data aturan asosiatif association rule menentukan hubungan asosiatif kombinasi item kusrini penelitian analisis asosiasi data transaksi obat algoritma priori analisis membandingkan hasil analisis asosiasi algoritma priori analisis metode hasil analisis pengujian data mining lift analisis asosiasi itemset algoritma priori data transaksi penjualan menghasilkan kaidahaturan aturan menghasilkan nilai lift detik analisis asosiasi itemset algoritma priori data transaksi penjualan menghasilkan kaidahaturan nilai lift detik disimpulkan algoritma priori menganalisis kebiasaan belanja konsumen menghasilkan kaidahaturan berisi kombinasi obat,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
kajian penerapan metode klasifikasi data mining algoritma prediksi kelayakan kredit bank mayapada jakartaindustri perbankan mengalami perkembangan pesat sisi volume usaha mobilisasi dana masyarakat pemberian kredit data mining pinjaman memiliki potensial menjelajahi pola tersembunyi dataset domain pinjaman pinjaman kredit algoritma pengklasifikasian sederhana mudah diimplemntasikan algoritma memiliki kelemahan menangani data dimensi penelitian bertujuan menerapkan algoritma seleksi atribut mengurangi dimensi data mengidentifikasi fitur kumpulan data metode algoritma penelitian model terbentuk algoritma memiliki akurasi proses seleksi atribut algoritma,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
penerapan fungsi data mining klasifikasi prediksi studi mahasiswa sistem informasi akademik perguruan tinggiwaktu kelulusan permasalahan program studi mahasiswa samasama memprediksi studi mahasiswa teknik data mining klasifikasi memecahkan algoritma hasil penelitian persentasi data diuji pengolahan data program studi memprediksi studi mahasiswa,3,"<re.Match object; span=(0, 2), match='id'>",,,,,
